age,balance,housing,contact,duration,campaign,y
42,260,yes,telephone,175,2,no
32,-53,yes,cellular,648,1,yes
30,944,no,cellular,251,2,yes
36,2394,no,cellular,184,2,no
43,297,yes,cellular,119,3,no
69,2144,no,cellular,417,1,yes
31,969,no,cellular,95,1,no
35,0,no,cellular,125,2,no
26,37,yes,cellular,207,1,no
46,410,no,cellular,162,5,no
30,1211,yes,cellular,176,1,no
33,71,no,cellular,107,6,no
34,436,yes,cellular,28,1,no
48,559,yes,unknown,1231,2,no
31,1170,no,cellular,200,4,no
46,25,no,unknown,103,2,no
40,1325,no,unknown,150,2,no
39,0,no,cellular,108,7,no
33,647,yes,cellular,124,1,no
50,2142,yes,cellular,309,2,no
84,639,no,telephone,353,3,yes
40,177,yes,telephone,742,4,no
55,236,no,cellular,200,1,no
40,1959,yes,unknown,177,1,no
46,96,no,telephone,151,2,no
43,0,no,unknown,147,1,no
34,250,yes,unknown,193,6,no
35,126,no,cellular,112,2,no
57,1621,yes,unknown,108,1,no
25,8,no,cellular,107,2,yes
32,189,yes,unknown,106,2,no
52,316,no,cellular,463,3,no
31,-282,yes,cellular,131,3,no
34,-308,yes,cellular,140,2,no
42,248,no,cellular,163,4,no
47,126,yes,unknown,2456,2,yes
50,13,yes,cellular,76,1,yes
30,-393,yes,cellular,435,1,yes
33,358,yes,cellular,302,1,no
56,917,no,unknown,306,1,no
34,1268,yes,cellular,259,3,no
33,-163,yes,cellular,502,2,no
32,473,yes,cellular,72,2,no
34,4831,yes,cellular,265,1,no
37,1063,yes,cellular,413,2,no
30,0,yes,cellular,756,3,no
29,424,yes,unknown,241,2,no
56,802,no,telephone,258,2,no
31,430,yes,cellular,137,16,no
59,3940,no,unknown,48,2,no
36,2880,no,unknown,283,1,no
51,1069,yes,unknown,247,2,no
54,4382,yes,telephone,193,4,no
37,0,no,cellular,129,4,no
32,3939,no,cellular,209,2,no
42,753,no,unknown,31,1,no
29,358,no,cellular,88,5,no
52,1141,yes,cellular,22,5,no
40,1259,no,unknown,234,5,no
30,227,no,unknown,23,1,no
55,538,yes,cellular,353,2,yes
49,92,yes,unknown,221,2,no
33,8023,no,cellular,196,1,no
32,2478,no,cellular,395,1,no
21,6844,no,cellular,126,3,no
42,440,yes,cellular,13,5,no
56,800,no,cellular,170,1,no
39,914,no,unknown,20,1,no
30,638,no,cellular,358,6,no
55,159,no,cellular,159,1,no
43,483,yes,cellular,225,3,no
53,94,no,cellular,493,1,yes
57,1044,no,telephone,585,1,yes
39,0,no,unknown,13,11,no
56,401,yes,telephone,26,1,no
29,33,no,unknown,161,1,no
38,506,yes,unknown,122,1,no
59,1881,no,cellular,456,2,no
42,344,yes,unknown,26,7,no
46,0,yes,unknown,51,9,no
31,3,yes,cellular,37,12,no
35,221,yes,cellular,150,1,no
50,36,no,cellular,104,10,no
42,969,yes,cellular,721,1,no
36,760,no,unknown,9,13,no
25,220,no,cellular,68,1,no
42,10907,no,cellular,74,3,no
27,-148,yes,cellular,146,3,no
32,415,yes,unknown,777,4,yes
57,1341,yes,unknown,339,2,no
48,865,yes,cellular,78,2,no
34,-566,yes,unknown,248,2,no
33,210,yes,unknown,201,1,no
26,1275,yes,unknown,18,9,no
50,579,no,cellular,83,4,no
60,2934,no,cellular,233,2,no
47,6637,yes,cellular,174,2,no
31,271,no,cellular,89,1,no
52,0,no,cellular,145,3,no
36,472,yes,unknown,1017,1,no
43,487,yes,unknown,548,2,no
30,699,yes,cellular,213,4,no
32,150,no,cellular,210,1,no
31,1130,yes,cellular,224,3,no
29,584,yes,unknown,541,19,no
48,3186,no,cellular,104,1,no
32,133,no,cellular,171,1,yes
30,868,no,cellular,387,2,no
48,480,yes,cellular,830,1,yes
51,1883,yes,unknown,57,1,no
34,606,no,cellular,97,1,yes
35,603,yes,cellular,474,2,no
49,548,no,telephone,115,6,no
36,-872,yes,cellular,153,1,no
37,33,yes,cellular,106,2,no
37,1689,yes,unknown,645,2,no
49,902,no,unknown,210,2,no
44,0,yes,unknown,97,1,no
40,260,no,cellular,52,1,no
57,589,yes,cellular,223,1,no
39,626,yes,cellular,126,2,no
38,0,no,cellular,1473,6,no
51,78,yes,unknown,723,2,no
27,3792,no,cellular,279,2,yes
38,14058,no,telephone,293,20,no
30,-522,yes,cellular,670,2,yes
36,386,no,unknown,359,2,no
37,1978,no,cellular,404,1,yes
53,459,no,cellular,317,6,no
38,2812,yes,cellular,830,1,yes
48,5057,no,cellular,37,1,no
26,-759,yes,cellular,191,1,no
33,-416,yes,unknown,767,2,yes
47,2106,yes,unknown,168,1,no
45,220,yes,unknown,89,4,no
32,0,yes,unknown,746,2,no
69,426,no,telephone,225,1,yes
65,4717,no,telephone,256,1,yes
37,395,yes,unknown,219,2,no
45,0,yes,cellular,211,2,no
36,-206,yes,unknown,177,2,no
62,6,yes,cellular,216,1,yes
37,4039,no,cellular,106,2,no
39,687,yes,cellular,869,1,yes
38,-242,yes,cellular,1173,3,yes
31,582,yes,cellular,58,2,no
58,8218,yes,cellular,124,10,no
44,1424,yes,cellular,201,2,no
31,92,yes,unknown,688,1,yes
33,2085,no,cellular,501,2,yes
36,197,no,cellular,260,1,yes
31,2305,no,cellular,139,1,no
45,-547,yes,unknown,214,2,no
30,411,no,cellular,142,1,no
34,584,yes,cellular,154,2,no
34,997,yes,cellular,81,1,no
39,83,yes,cellular,69,6,no
41,6563,no,cellular,136,8,no
32,0,yes,cellular,99,13,no
32,0,no,cellular,9,6,no
36,398,yes,unknown,278,1,no
35,1145,yes,cellular,82,2,no
32,2,yes,cellular,100,2,yes
33,201,yes,cellular,171,1,no
49,563,no,unknown,84,1,no
35,3161,no,cellular,433,2,no
31,0,no,cellular,624,6,no
42,1331,no,cellular,698,2,no
34,2929,no,cellular,518,2,yes
32,-220,yes,cellular,123,2,no
29,5980,yes,unknown,317,1,no
32,48,yes,cellular,8,3,no
50,0,no,telephone,118,8,no
58,3382,no,cellular,294,2,no
59,2308,no,cellular,815,1,yes
25,10,yes,cellular,857,4,yes
57,162,yes,unknown,174,1,no
30,1073,yes,cellular,1130,4,no
26,1700,yes,cellular,13,5,no
50,148,yes,unknown,198,2,no
39,0,yes,cellular,503,1,no
45,185,yes,cellular,249,3,no
37,896,no,cellular,343,2,no
47,1279,yes,cellular,479,2,no
50,199,yes,cellular,116,2,no
40,99,no,cellular,15,5,no
35,378,yes,unknown,427,3,no
53,15,no,cellular,921,2,yes
35,147,yes,cellular,41,1,no
54,2225,no,cellular,73,2,no
35,1810,yes,cellular,65,2,no
31,-6,no,telephone,94,2,no
46,435,yes,unknown,192,3,no
52,335,no,cellular,411,1,yes
34,-251,no,cellular,641,1,yes
46,5,yes,cellular,305,2,no
54,641,yes,cellular,472,1,no
37,0,yes,cellular,115,1,no
39,722,no,telephone,141,1,no
50,3337,yes,telephone,24,14,no
44,0,no,cellular,264,5,no
56,1504,yes,unknown,66,2,no
40,35,no,cellular,318,4,no
36,895,yes,unknown,622,1,no
33,752,yes,cellular,104,4,no
33,1925,yes,cellular,76,2,no
42,-246,yes,unknown,149,1,no
30,901,yes,unknown,601,1,no
33,894,no,cellular,509,2,no
26,592,yes,unknown,174,1,no
26,3529,no,cellular,57,2,no
37,0,yes,cellular,187,2,no
59,0,no,cellular,493,2,yes
49,371,yes,cellular,18,44,no
33,1,yes,cellular,257,1,no
46,834,yes,cellular,196,2,no
55,298,yes,unknown,144,3,no
49,306,yes,cellular,285,7,no
51,143,yes,unknown,627,1,no
27,186,yes,unknown,136,2,no
44,5597,no,unknown,27,3,no
40,1547,yes,cellular,88,2,no
36,1852,no,unknown,362,1,no
46,1790,yes,unknown,214,5,no
30,20,yes,cellular,404,6,no
35,8652,yes,unknown,103,6,no
31,1626,no,cellular,356,2,no
37,749,no,cellular,219,1,no
49,51,yes,unknown,984,1,no
27,-1,no,cellular,60,2,no
32,-32,yes,cellular,145,1,no
70,6850,no,telephone,252,3,no
22,333,no,telephone,129,1,no
58,-27,no,telephone,77,13,no
33,932,yes,unknown,226,1,no
83,0,no,telephone,664,1,no
50,100,yes,cellular,157,1,no
53,-626,yes,cellular,205,1,no
37,9,no,cellular,484,2,no
55,653,no,unknown,800,1,no
49,3608,yes,unknown,231,1,yes
41,293,yes,cellular,102,1,no
40,36,yes,unknown,240,3,no
48,263,yes,unknown,350,2,no
27,8366,no,cellular,458,2,no
30,2186,yes,unknown,366,1,no
37,20453,yes,telephone,115,1,no
37,105,no,unknown,260,4,no
40,440,yes,unknown,327,2,no
73,519,no,telephone,434,1,yes
50,19447,yes,cellular,166,1,no
53,225,no,cellular,171,7,no
47,2548,yes,cellular,577,1,no
33,0,no,cellular,224,8,no
50,2284,yes,telephone,1088,17,yes
51,40,yes,cellular,79,1,no
42,364,no,cellular,52,1,no
34,174,no,telephone,259,4,no
44,10888,yes,cellular,163,1,no
32,0,yes,cellular,159,2,no
60,225,no,cellular,54,2,no
60,2131,no,cellular,421,6,no
29,-20,no,cellular,574,1,yes
39,36,no,cellular,70,2,no
47,2642,no,cellular,310,2,no
30,400,yes,cellular,223,1,no
31,1214,no,cellular,39,1,no
34,-292,yes,cellular,181,6,no
51,1415,yes,unknown,151,3,no
38,213,yes,unknown,270,15,no
47,2540,no,cellular,110,5,no
46,3232,no,telephone,94,2,no
33,296,no,cellular,90,2,no
30,42,no,cellular,115,6,no
40,697,no,cellular,220,2,no
38,13156,yes,cellular,291,4,no
63,1490,no,cellular,506,1,yes
33,150,no,cellular,151,2,no
59,0,no,unknown,812,1,yes
29,4210,yes,cellular,119,1,no
54,1012,yes,cellular,33,3,no
57,16063,yes,unknown,352,3,no
57,5431,yes,unknown,383,1,no
28,317,yes,unknown,21,3,no
30,4787,yes,cellular,266,1,no
28,225,yes,unknown,866,2,no
45,3854,yes,unknown,10,3,no
29,92,yes,cellular,240,1,no
42,-10,yes,unknown,291,4,no
31,-617,yes,unknown,115,2,no
59,195,no,unknown,366,2,no
41,1172,yes,unknown,153,1,no
57,0,no,cellular,197,2,no
43,0,no,cellular,106,4,no
30,-94,yes,cellular,41,2,no
26,609,no,telephone,112,1,no
52,4,no,cellular,30,9,no
32,1121,yes,cellular,211,3,no
39,355,yes,cellular,313,5,no
31,3653,yes,cellular,252,1,no
83,1097,no,telephone,181,1,yes
34,436,no,cellular,118,4,no
40,4795,yes,cellular,57,1,no
39,266,no,cellular,102,2,no
50,3357,no,cellular,239,4,yes
30,101,yes,cellular,187,3,no
43,10910,yes,cellular,66,2,no
49,1568,no,unknown,206,6,no
41,0,no,cellular,239,1,no
35,305,yes,cellular,7,7,no
57,31,no,cellular,260,2,no
29,452,yes,unknown,347,1,no
48,5,yes,unknown,697,2,no
38,7929,no,cellular,182,3,no
41,39,yes,cellular,549,2,yes
39,267,no,unknown,1151,5,no
31,4945,no,cellular,445,1,no
51,463,yes,unknown,213,5,no
35,2116,yes,cellular,409,2,no
45,59,yes,cellular,873,8,yes
28,131,yes,unknown,147,5,no
57,107,no,cellular,85,2,no
36,-35,no,cellular,339,3,no
49,230,yes,unknown,96,1,no
34,2679,yes,cellular,195,1,no
65,493,no,cellular,622,1,no
26,256,yes,cellular,101,2,no
52,-133,no,unknown,96,2,no
32,811,yes,cellular,563,1,yes
33,302,yes,cellular,670,1,no
43,3529,yes,cellular,190,3,no
26,75,yes,unknown,351,1,no
45,999,yes,cellular,215,6,no
30,7845,yes,unknown,59,1,no
37,260,yes,cellular,446,2,no
45,2048,yes,cellular,310,1,yes
34,1557,yes,unknown,213,1,no
35,505,yes,unknown,371,2,no
41,1536,no,cellular,54,2,no
42,0,no,cellular,118,6,no
48,439,yes,cellular,212,1,no
45,44,no,unknown,81,1,no
47,295,yes,cellular,157,1,no
37,190,yes,unknown,194,1,no
32,3935,yes,unknown,129,2,no
40,-17,yes,cellular,474,1,yes
35,175,yes,cellular,219,1,no
31,4888,yes,telephone,475,4,no
36,40,no,cellular,359,3,no
44,4460,no,telephone,168,2,no
52,98,no,unknown,148,1,no
28,330,no,telephone,197,1,no
45,13117,no,unknown,42,2,no
38,12877,no,unknown,118,3,no
39,1506,yes,cellular,299,2,no
28,0,no,telephone,198,2,no
31,775,no,cellular,361,1,no
46,258,yes,unknown,217,1,no
22,246,yes,telephone,25,1,no
49,2146,yes,cellular,1516,2,yes
44,304,yes,unknown,129,2,no
31,360,yes,unknown,592,4,no
53,3316,yes,unknown,331,6,no
55,6880,no,cellular,353,2,no
35,2189,no,cellular,256,3,no
35,5304,yes,cellular,340,1,no
37,102,yes,cellular,101,2,no
50,181,yes,cellular,599,2,no
37,3953,yes,cellular,610,2,no
37,6969,yes,unknown,412,1,no
29,572,no,cellular,314,1,yes
31,223,yes,cellular,508,1,no
40,-396,yes,unknown,127,1,no
47,164,no,unknown,212,1,no
55,2678,no,cellular,151,12,no
33,920,yes,cellular,58,1,no
53,4554,no,cellular,8,6,no
38,623,no,cellular,297,4,yes
61,967,no,cellular,180,1,no
43,1577,yes,cellular,87,1,no
42,1,yes,telephone,59,5,no
36,0,no,cellular,81,4,no
31,1166,yes,unknown,207,1,no
59,3534,no,cellular,216,4,no
29,200,yes,unknown,322,2,no
33,4790,yes,cellular,137,1,no
44,-237,yes,telephone,73,1,no
43,1335,yes,unknown,371,2,no
42,603,yes,cellular,298,5,no
32,577,no,cellular,101,2,no
43,0,yes,cellular,110,1,no
39,163,yes,cellular,107,2,no
23,1158,yes,cellular,743,1,no
43,642,no,cellular,644,2,no
46,466,yes,cellular,169,1,no
31,119,yes,cellular,380,1,no
38,3436,no,cellular,663,4,yes
53,238,yes,cellular,238,2,no
37,378,yes,unknown,514,1,no
49,32,no,cellular,128,1,no
31,315,no,cellular,130,1,no
45,6945,no,cellular,131,5,no
58,3496,yes,unknown,111,4,no
35,0,yes,cellular,169,1,no
32,309,yes,cellular,346,1,no
28,0,yes,unknown,205,6,no
26,668,yes,unknown,576,3,yes
48,1175,yes,telephone,1476,3,no
30,363,no,cellular,171,3,no
31,38,no,cellular,185,2,no
31,1183,yes,unknown,676,6,no
45,942,no,cellular,362,1,no
38,4196,yes,cellular,193,2,no
34,297,yes,cellular,63,4,no
42,-91,yes,cellular,43,1,no
60,362,no,cellular,816,6,yes
42,1080,yes,cellular,951,3,yes
32,620,yes,unknown,1234,3,yes
42,-166,no,cellular,85,4,no
33,288,yes,cellular,306,1,no
42,642,yes,unknown,509,2,no
51,2506,no,cellular,210,3,no
36,566,yes,unknown,129,2,no
46,668,yes,unknown,1263,2,yes
40,1100,yes,unknown,660,2,no
49,322,no,cellular,356,2,no
38,1205,yes,cellular,45,4,no
32,473,yes,cellular,624,5,no
33,-333,yes,cellular,329,5,no
57,-3313,yes,unknown,153,1,no
57,295,no,cellular,151,11,no
28,1137,no,cellular,129,4,no
44,1136,yes,cellular,345,2,no
